Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,Log_Return,Year,Month,Quarter,Day_of_Week,Volatility_30d,MA_20,MA_50,MA_200,Month_Name,Price_Range,Gap_Up_Down,RSI_14,EMA_12,EMA_26,MACD,Signal_Line,MACD_Histogram,BB_Middle,BB_StdDev,BB_Upper,BB_Lower,BB_Width,Momentum_14,ROC_14,SMA_Cross,MACD_Signal,RSI_Signal
2002-10-07,28.078498174369155,28.255091931654512,27.53012689166729,27.77178001403809,110976,0.0,0.0,-0.4332127100254435,0.004341537952032865,2002,10,4,Monday,2.466530040750733,28.971691036224364,,,October,0.7249650399872216,0.18588380974513186,26.839808892866188,28.21685022540838,28.896218664994812,-0.6793684395864332,-0.557688729799404,-0.12167970978702924,28.971691036224364,1.3557657093033106,31.683222454830986,26.26015961761774,0.18718489129380092,-2.9835090637206996,-9.700799937784598,0,-1,1
2002-10-08,27.855426172403494,28.79416195090861,27.69741962386712,28.52462387084961,227352,0.0,0.0,2.710823204097723,-0.026747311996347594,2002,10,4,Tuesday,2.4951732062076952,28.875957870483397,,,October,1.0967423270414898,0.08364615836540423,39.73205465178739,28.264200017014723,28.86869312468776,-0.6044931076730364,-0.5670496053741305,-0.03744350229890592,28.875957870483397,1.3136258844965476,31.50320963947649,26.248706101490303,0.1819681120728213,-1.2826404571533203,-4.30311364048368,0,-1,0
2002-10-09,28.62685221340184,29.08227884041882,27.55799247166768,27.79964828491211,277040,0.0,0.0,-2.541578073807238,0.025744340719083426,2002,10,4,Wednesday,2.530639942912226,28.705403900146486,,,October,1.524286368751138,0.10222834255223034,36.9293209001379,28.19273051976817,28.78950461803771,-0.5967740982695418,-0.5729945039532128,-0.023779594316328923,28.705403900146486,1.2120484051948939,31.129500710536274,26.281307089756698,0.16889480592728517,-1.7566661834716797,-5.943454774616008,0,-1,0
2002-10-10,28.626871278504098,28.626871278504098,27.242000475500348,27.82754898071289,173224,0.0,0.0,0.10036348487159064,-0.0010031315439890719,2002,10,4,Thursday,2.5310992135310952,28.528345584869385,,,October,1.38487080300375,0.8272229935919881,40.059463368220705,28.136548744528895,28.71824864490254,-0.5816999003736463,-0.5747355832372996,-0.006964317136346709,28.528345584869385,1.0503777309089208,30.629101046687225,26.427590123051544,0.14727495890487394,-1.2454395294189489,-4.283837311685101,0,-1,0
2002-10-11,28.60827254414999,28.952167806766536,28.338734470539677,28.4130916595459,192536,0.0,0.0,2.1041834451134944,-0.020823512340310994,2002,10,4,Friday,2.169052639331383,28.425177478790282,,,October,0.6134333362268585,0.7807235634370997,48.68408341268852,28.179093808377665,28.695644423765014,-0.5165506153873487,-0.5630985896673094,0.04654797427996071,28.425177478790282,0.9450106915277086,30.315198861845698,26.535156095734866,0.13298220455901627,-0.16731643676758168,-0.5854235398029983,0,1,0
2002-10-14,28.94287229743744,28.99863947910768,27.93907437311993,28.2086124420166,152744,0.0,0.0,-0.7196654977903449,0.007222675816496506,2002,10,4,Monday,2.151547935650553,28.341527366638182,,,October,1.059565105987751,0.5297806378915411,55.31560516143901,28.18363513662981,28.65956798067254,-0.47593284404273106,-0.5456654405423937,0.06973259649966268,28.341527366638182,0.8811954556175928,30.10391827787337,26.579136455402995,0.12436809692266336,0.5948429107666016,2.1541532389970364,0,1,0
2002-10-15,28.2086124420166,28.2086124420166,28.2086124420166,28.2086124420166,0,0.0,0.0,0.0,0.0,2002,10,4,Tuesday,2.002343272222766,28.214193534851074,,,October,0.0,0.0,53.540513517737935,28.18747779899701,28.62616386669803,-0.4386860677010205,-0.5242695659741191,0.08558349827309863,28.214193534851074,0.6735899843682975,29.561373503587667,26.86701356611448,0.09549661358014816,0.38106346130371094,1.3693748650584592,0,1,0
2002-10-16,31.805560066616007,31.805560066616007,28.087785790515323,28.264379501342773,247760,0.0,0.0,0.1976951522901116,-0.001974999925957561,2002,10,4,Wednesday,1.9478465154778202,28.137049293518068,,,October,3.717774276100684,3.596947624599405,50.0,28.199308830127126,28.59936502481986,-0.4000561946927341,-0.49942689171784216,0.09937069702510803,28.137049293518068,0.5603741829587342,29.257797659435536,27.0163009276006,0.07966353217966282,0.0,0.0,0,1,0
2002-10-17,28.44097321217022,28.44097321217022,27.90189707671029,28.264379501342773,144512,0.0,0.0,0.0,0.0,2002,10,4,Thursday,1.948968838373425,28.072452545166016,,,October,0.5390761354599292,0.17659371082744713,46.30742095786112,28.20931970262184,28.574551282340074,-0.36523157971823395,-0.47258782931792054,0.10735624959968659,28.072452545166016,0.45217659689967216,28.97680573896536,27.16809935136667,0.06442993837779747,-0.3438911437988281,-1.2020689683220342,0,1,0
2002-10-18,28.81275023431209,29.686426609613587,28.468854984037588,28.85922241210937,512312,0.0,0.0,2.104567378662381,-0.020827272546936323,2002,10,4,Friday,1.8963205235949177,28.061764240264893,29.25498462677002,,October,1.2175716255759994,0.5483707329693175,65.3420063520999,28.30930473485069,28.59563803269336,-0.2863332978426669,-0.43533692302286986,0.14900362518020294,28.061764240264893,0.42922571843767277,28.920215677140238,27.203312803389547,0.06118299829798882,1.2919178009033203,4.686413195355188,-1,1,0
2002-10-21,29.537723657933544,30.29057372433784,29.18453613860188,29.305362701416016,646296,0.0,0.0,1.5459193007204552,-0.015340917092251856,2002,10,4,Monday,1.9107921483553776,28.09801197052002,29.250709075927734,,October,1.1060375857359581,0.6785012458241724,72.26878076309066,28.462544422014588,28.648210230376517,-0.1856658083619287,-0.3854027000906816,0.19973689172875292,28.09801197052002,0.500090905114466,29.09819378074895,27.09783016029109,0.0711923541977493,1.970418930053711,7.208425034764621,-1,1,-1
2002-10-22,29.55631451031035,29.55631451031035,28.06920434626958,28.245798110961918,229384,0.0,0.0,-3.6155996472375995,0.03682581953297481,2002,10,4,Tuesday,2.0148844042191283,28.129613399505615,29.233235511779785,,October,1.4871101640407716,0.2509518088943352,58.30504984595098,28.42919883569879,28.618401925234693,-0.18920308953590137,-0.3461627779797256,0.15695968844382424,28.129613399505615,0.4876962142900352,29.105005828085687,27.154220970925543,0.06934986377005913,0.9108543395996129,3.3321975973986673,-1,1,0
2002-10-23,28.440980302794905,28.77558063835056,27.9019040329378,28.11567497253418,153320,0.0,0.0,-0.4606814008814908,0.004617458079220042,2002,10,4,Wednesday,1.9462595299105292,28.14401969909668,29.253311462402344,,October,0.8736766054127614,0.19518219183298768,50.47619196526467,28.380964395211926,28.58116289170132,-0.2001984964893957,-0.31696992168165966,0.11677142519226397,28.14401969909668,0.4825319672263615,29.109083633549403,27.17895576464396,0.0685803907736532,0.04647254943847656,0.165564196438428,-1,1,0
2002-10-24,28.422387167448555,28.515331537304743,27.43717911612258,27.62306785583496,168744,0.0,0.0,-1.7520728816947884,0.01767603349380433,2002,10,4,Thursday,1.9564828693455676,28.111954116821288,29.26353527069092,,October,1.078152421182164,0.3067121949143754,47.406022462538566,28.26436492761547,28.510192889044554,-0.24582796142908236,-0.3027415296311442,0.05691356820206184,28.111954116821288,0.495253534123758,29.102461185068805,27.12144704857377,0.07046874536941773,-0.2695465087890625,-0.9663723352190567,-1,1,0
2002-10-25,27.139754019519295,27.576593660572605,26.972455300549058,27.05610466003418,172296,0.0,0.0,-2.0524990155321166,0.0207385550984254,2002,10,4,Friday,1.9275541870111281,28.034345817565917,29.2637211227417,,October,0.6041383600235477,-0.4833138363156664,43.6573287417906,28.078478732602967,28.402482649858598,-0.3240039172556308,-0.3069940071560415,-0.017009910099589298,28.034345817565917,0.5335221701616955,29.10139015788931,26.967301477242525,0.07612407632175223,-0.7156753540039098,-2.576987696295119,-1,-1,0
2002-10-28,26.860915613040497,27.139748647085906,26.433371060216952,26.656436920166016,134504,0.0,0.0,-1.4771813788055477,0.014882003510466391,2002,10,4,Monday,1.9161053355876863,27.988802433013916,29.269297676086424,,October,0.7063775868689532,-0.19518904699368278,32.337517888468284,27.859703069151127,28.27314592914063,-0.4134428599895017,-0.3282837777227336,-0.0851590822667681,27.988802433013916,0.6090239671454284,29.206850367304774,26.770754498723058,0.08703823160751757,-1.8681869506835938,-6.549383294735622,-1,-1,0
2002-10-29,26.58209764211877,27.10258683456673,26.433386039071088,26.888813018798828,143024,0.0,0.0,0.8717447846790627,-0.00867967028881576,2002,10,4,Tuesday,1.8294242544438406,27.96649589538574,29.264836387634276,,October,0.6692007954956409,-0.07433927804724405,40.50416946380791,27.710335369096924,28.170602750596792,-0.4602673814998681,-0.3546804984781605,-0.1055868830217076,27.96649589538574,0.641535476647232,29.249566848680203,26.68342494209128,0.09175772024454157,-0.9108352661132812,-3.2764273014476375,-1,-1,0
2002-10-30,27.13975193421481,27.836834603758,26.953863222336626,27.34423065185547,164320,0.0,0.0,1.6937067201078904,-0.016795234326827797,2002,10,4,Wednesday,1.7982421922763636,27.9669602394104,29.242901725769045,,October,0.882971381421374,0.2509389154159827,45.373608694032825,27.654011566444396,28.109390002541883,-0.4553784360974866,-0.37482008600202577,-0.08055835009546086,27.9669602394104,0.6410574825930667,29.249075204596533,26.68484527422427,0.09168783122732121,-0.4833183288574219,-1.736833988478137,-1,-1,0
2002-10-31,27.5115368808215,27.883314406238004,27.36282530336741,27.77178001403809,118928,0.0,0.0,1.5635816111491563,-0.015514836189033727,2002,10,4,Thursday,1.8253503687199533,27.95208911895752,29.204980354309082,,October,0.5204891028705951,0.1673062289660301,43.669806987024565,27.672129789151114,28.084381855245304,-0.4122520660941902,-0.3823064820204587,-0.02994558407373149,27.95208911895752,0.6420099226796636,29.23610896431685,26.668069273598192,0.09187290723744057,-0.641311645507809,-2.257099133005991,-1,-1,0
2002-11-01,27.901909537105418,28.36663152915289,27.33494813951992,27.48365974426269,108792,0.0,0.0,-1.0374569783779042,0.010428760764125201,2002,11,4,Friday,1.812257994779785,27.931641387939454,29.125606269836425,,November,1.0316833896329705,0.13012952306732828,42.96044794253437,27.64313439762982,28.039883921098443,-0.3967495234686247,-0.3851950903100919,-0.011554433158532773,27.931641387939454,0.6504607562968049,29.232562900533065,26.630719875345843,0.09315038056842109,-0.7249526977539098,-2.569969363945379,-1,-1,0
2002-11-04,27.88331126383445,27.88331126383445,27.474356599252303,27.688127517700195,56560,0.0,0.0,0.7439612312919452,-0.0074120748913897964,2002,11,4,Monday,1.79620214304994,27.92745876312256,29.052551994323732,,November,0.40895466458214713,0.3996515195717585,45.138932433433865,27.650056416102185,28.01382789121709,-0.3637714751149055,-0.38091036727105465,0.017138892156149166,27.92745876312256,0.651810360428961,29.23107948398048,26.623838042264637,0.09335763285267593,-0.5204849243164062,-1.84512770837727,-1,1,0
2002-11-05,27.42789374644867,27.75319915521541,27.214119918824835,27.39071655273437,70288,0.0,0.0,-1.0741461833260413,0.010799567804403689,2002,11,4,Tuesday,1.6970199060804196,27.8707633972168,28.9891641998291,,November,0.5390792363905739,-0.26023377125152436,42.192817305335595,27.61015797558406,27.967671495773924,-0.3575135201898654,-0.37623099785481684,0.018717477664951465,27.8707633972168,0.6464264893897381,29.163616375996273,26.577910418437323,0.0927748522961937,-0.873662948608402,-3.091038841191951,-1,1,0
